verb	subject	tense	frame	sentence1	sentence2	negraising	acceptability
radio	third	past	NP V to VP[+eventive]	A particular person didn't radio to do a particular thing.	That person radioed not to do that thing.	0.22790512	0.5993328
radio	third	past	NP be V that S	A particular person wasn't radioed that a particular thing happened.	That person was radioed that that thing didn't happen.	0.20123817	0.5507324
radio	third	present	NP V that S	A particular person doesn't radio that a particular thing happened.	That person radios that that thing didn't happen.	0.4222381	0.5562298
radio	third	present	NP be V that S	A particular person isn't radioed that a particular thing happened.	That person is radioed that that thing didn't happen.	0.34464255	0.39282137
raise	first	past	NP be V that S	I wasn't raised that a particular thing happened.	I was raised that that thing didn't happen.	0.55104935	0.53753936
raise	first	past	NP be V to VP[+eventive]	I wasn't raised to do a particular thing.	I was raised not to do that thing.	0.61157435	0.7842713
raise	first	past	NP be V to VP[-eventive]	I wasn't raised to have a particular thing.	I was raised not to have that thing.	0.65982234	0.7251031
raise	first	present	NP be V to VP[+eventive]	I'm not raised to do a particular thing.	I'm raised not to do that thing.	0.43546003	0.60143834
raise	third	past	NP be V that S	A particular person wasn't raised that a particular thing happened.	That person was raised that that thing didn't happen.	0.272288	0.40937185
raise	third	past	NP be V to VP[+eventive]	A particular person wasn't raised to do a particular thing.	That person was raised not to do that thing.	0.7240998	0.91421795
raise	third	past	NP be V to VP[-eventive]	A particular person wasn't raised to have a particular thing.	That person was raised not to have that thing.	0.74343276	0.54281497
raise	third	present	NP be V to VP[+eventive]	A particular person isn't raised to do a particular thing.	That person is raised not to do that thing.	0.47887892	0.8509467
rant	first	past	NP V that S	I didn't rant that a particular thing happened.	I ranted that that thing didn't happen.	0.25887492	0.55264467
rant	first	past	NP V to VP[+eventive]	I didn't rant to do a particular thing.	I ranted not to do that thing.	0.37036234	0.39967364
rant	first	present	NP V that S	I don't rant that a particular thing happened.	I rant that that thing didn't happen.	0.26944852	0.5240589
rant	first	present	NP V to VP[+eventive]	I don't rant to do a particular thing.	I rant not to do that thing.	0.1379866	0.47646573
rant	third	past	NP V that S	A particular person didn't rant that a particular thing happened.	That person ranted that that thing didn't happen.	0.41218987	0.56999815
rant	third	past	NP V to VP[+eventive]	A particular person didn't rant to do a particular thing.	That person ranted not to do that thing.	0.35464862	0.26416865
rant	third	present	NP V that S	A particular person doesn't rant that a particular thing happened.	That person rants that that thing didn't happen.	0.41810933	0.6379924
rant	third	present	NP V to VP[+eventive]	A particular person doesn't rant to do a particular thing.	That person rants not to do that thing.	0.3153035	0.21633784
rap	first	past	NP V that S	I didn't rap that a particular thing happened.	I rapped that that thing didn't happen.	0.400374	0.40133938
rap	first	present	NP V that S	I don't rap that a particular thing happened.	I rap that that thing didn't happen.	0.39906898	0.49720925
rap	third	past	NP V that S	A particular person didn't rap that a particular thing happened.	That person rapped that that thing didn't happen.	0.22981445	0.43120882
rap	third	present	NP V that S	A particular person doesn't rap that a particular thing happened.	That person raps that that thing didn't happen.	0.25742906	0.44352546
rationalize	first	past	NP V that S	I didn't rationalize that a particular thing happened.	I rationalized that that thing didn't happen.	0.41099867	0.5996905
rationalize	first	past	NP be V to VP[-eventive]	I wasn't rationalized to have a particular thing.	I was rationalized not to have that thing.	0.5190542	0.5282462
rationalize	first	present	NP V that S	I don't rationalize that a particular thing happened.	I rationalize that that thing didn't happen.	0.4129575	0.51697284
rationalize	third	past	NP V that S	A particular person didn't rationalize that a particular thing happened.	That person rationalized that that thing didn't happen.	0.32442626	0.5136515
rationalize	third	past	NP be V to VP[-eventive]	A particular person wasn't rationalized to have a particular thing.	That person was rationalized not to have that thing.	0.3718403	0.40688854
rationalize	third	present	NP V that S	A particular person doesn't rationalize that a particular thing happened.	That person rationalizes that that thing didn't happen.	0.41230258	0.5163128
rave	first	past	NP V that S	I didn't rave that a particular thing happened.	I raved that that thing didn't happen.	0.38869873	0.6622292
rave	first	present	NP V that S	I don't rave that a particular thing happened.	I rave that that thing didn't happen.	0.37899873	0.4475809
rave	third	past	NP V that S	A particular person didn't rave that a particular thing happened.	That person raved that that thing didn't happen.	0.48342338	0.5067163
rave	third	present	NP V that S	A particular person doesn't rave that a particular thing happened.	That person raves that that thing didn't happen.	0.23369971	0.57231015
read	first	past	NP V that S	I didn't read that a particular thing happened.	I read that that thing didn't happen.	0.59111327	0.6451121
read	first	past	NP be V to VP[-eventive]	I wasn't read to have a particular thing.	I was read not to have that thing.	0.3979324	0.30953434
read	first	present	NP V that S	I don't read that a particular thing happened.	I read that that thing didn't happen.	0.4141653	0.50370944
read	third	past	NP V that S	A particular person didn't read that a particular thing happened.	That person read that that thing didn't happen.	0.24180418	0.7363103
read	third	past	NP be V to VP[-eventive]	A particular person wasn't read to have a particular thing.	That person was read not to have that thing.	0.43151075	0.5011201
read	third	present	NP V that S	A particular person doesn't read that a particular thing happened.	That person reads that that thing didn't happen.	0.27418947	0.5656509
reaffirm	first	past	NP V that S	I didn't reaffirm that a particular thing happened.	I reaffirmed that that thing didn't happen.	0.3983854	0.48718542
reaffirm	first	past	NP be V that S	I wasn't reaffirmed that a particular thing happened.	I was reaffirmed that that thing didn't happen.	0.36929324	0.66245425
reaffirm	first	past	NP be V to VP[+eventive]	I wasn't reaffirmed to do a particular thing.	I was reaffirmed not to do that thing.	0.29535446	0.23951049
reaffirm	first	past	NP be V to VP[-eventive]	I wasn't reaffirmed to have a particular thing.	I was reaffirmed not to have that thing.	0.37455764	0.58994496
reaffirm	first	present	NP V that S	I don't reaffirm that a particular thing happened.	I reaffirm that that thing didn't happen.	0.4891128	0.5121636
reaffirm	first	present	NP be V that S	I'm not reaffirmed that a particular thing happened.	I'm reaffirmed that that thing didn't happen.	0.31628197	0.45669618
reaffirm	first	present	NP be V to VP[-eventive]	I'm not reaffirmed to have a particular thing.	I'm reaffirmed not to have that thing.	0.3446048	0.36152595
reaffirm	third	past	NP V that S	A particular person didn't reaffirm that a particular thing happened.	That person reaffirmed that that thing didn't happen.	0.36909872	0.4949926
reaffirm	third	past	NP be V that S	A particular person wasn't reaffirmed that a particular thing happened.	That person was reaffirmed that that thing didn't happen.	0.41695917	0.5030438
reaffirm	third	past	NP be V to VP[+eventive]	A particular person wasn't reaffirmed to do a particular thing.	That person was reaffirmed not to do that thing.	0.44250053	0.5526226
reaffirm	third	past	NP be V to VP[-eventive]	A particular person wasn't reaffirmed to have a particular thing.	That person was reaffirmed not to have that thing.	0.3325672	0.47491023
reaffirm	third	present	NP V that S	A particular person doesn't reaffirm that a particular thing happened.	That person reaffirms that that thing didn't happen.	0.41718718	0.5631818
reaffirm	third	present	NP be V that S	A particular person isn't reaffirmed that a particular thing happened.	That person is reaffirmed that that thing didn't happen.	0.40208685	0.55140585
reaffirm	third	present	NP be V to VP[-eventive]	A particular person isn't reaffirmed to have a particular thing.	That person is reaffirmed not to have that thing.	0.4265186	0.5548989
realize	first	past	NP V that S	I didn't realize that a particular thing happened.	I realized that that thing didn't happen.	0.20569746	0.9486364
realize	first	past	NP V to VP[+eventive]	I didn't realize to do a particular thing.	I realized not to do that thing.	0.458102	0.4288563
realize	first	past	NP be V to VP[-eventive]	I wasn't realized to have a particular thing.	I was realized not to have that thing.	0.31935126	0.4157914
realize	first	present	NP V that S	I don't realize that a particular thing happened.	I realize that that thing didn't happen.	0.20151271	0.57167673
realize	first	present	NP V to VP[+eventive]	I don't realize to do a particular thing.	I realize not to do that thing.	0.28448966	0.35926968
realize	first	present	NP be V to VP[-eventive]	I'm not realized to have a particular thing.	I'm realized not to have that thing.	0.43200976	0.46038315
